smiles,Is_Final_Top,Filter_Status,Active_Set,Data_Source_Status,Reward,R0,R_DFT,R_total,dft_effect,pIC50,QED,Lipinski_Pass,Violations,MW,LogP,HBD,HBA,RotBonds,TPSA,hERG_Prob,hERG_Risk,R_ADMET,R_global,EHOMO_ev,ELUMO_ev,gap_ev,PySCF_Gap_eV,PySCF_Dipole_Debye,PySCF_HOMO_eV,PySCF_LUMO_eV,PySCF_Energy_Eh,restart,step,SA,LogP_Penalty,esp_min,status,gap_score,esp_score,rank_R0,rank_total,delta_rank,MW.1,LogP.1,QED.1,Calc_Method,Gap_Median,Gap_MAD,Gap_RZ,Gap_HardFail,Gap_Penalty,R_gap,Dip_Median,Dip_MAD,Dip_P90,Dip_SoftThr,Dip_HardThr,Dipole_HardFail,Dip_Penalty,R_dip,Physical_HardFail,R_conf,R_phys,R_global2,name,Broad_Spectrum_Score,Broad_Rank,Broad_Rank_Pct,E_SARS_CoV_2,E_SARS_CoV_1,E_MERS_CoV,Docking_Rank,Docking_Rank_Pct
COCc1cc(Cc2ccc(OC)c(OC)c2)ccc1OC,False,Fail_hERG_HighRisk,False,Step3c+4a,8.738473421154193,8.738473421154193,0.8572163220915582,9.081359949990816,physically_promoted,7.58870000000001,0.7847780421267898,True,0,302.37000000000006,3.449600000000002,0,4,7,36.92,0.6982484230955847,True,0.721,10.523,-9.8673,-5.9779,3.8893,,,,,,97,9,1.8234494117773288,0.0,-0.343,xtb_success,0.8570947458450833,0.8575,40,11,-29,302.37,3.45,0.785,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NC(=O)Cc1ccc(-c2ccc(-c3ccc(CC(N)=O)cc3)cc2)cc1,True,Pass,True,Step3c+4a+4b,8.790548855694503,8.790548855694503,0.7140921809375982,9.076185728069545,neutral,7.592200000000004,0.7198180512365173,True,0,344.414,3.076200000000001,2,2,6,86.18,0.18,False,0.928,10.932,-10.179,-6.9135,3.2655,4.96,3.527,-5.878,-0.918,-1110.3619922463488,83,87,1.6156016992376117,0.0,-0.533,xtb_success,0.6865602584822832,0.7783333333333333,6,12,6,344.41,3.08,0.72,B3LYP/6-31G*,5.067,0.3870000000000004,-0.186489663600802,False,0.0,1.0,4.3465,1.3954999999999995,6.5435,5.91875,7.137499999999999,False,0.0,1.0,False,1.0,1.0,10.932,mol_0,-7.2,12.0,0.3333333333333333,-7.5,-7.2,-7.6,12.0,0.3333333333333333
COCc1ccc(COC)c(-c2cccc(COC)c2OC)c1,False,Fail_hERG_HighRisk,False,Step3c+4a,8.728724666960787,8.728724666960787,0.8679385242392963,9.075900076656506,physically_promoted,7.586000000000008,0.7420880017932135,True,0,316.39700000000005,3.8014000000000014,0,4,8,36.92,0.6482484230955847,True,0.741,10.557,-10.4102,-6.4831,3.9271,,,,,,63,9,2.257263796642473,0.0,-0.349,xtb_success,0.8659836060561378,0.8724999999999999,62,13,-49,316.4,3.8,0.742,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COc1ccc(CN(CC(F)(F)F)c2cccc(OC)c2O)cc1OC,False,Fail_hERG_HighRisk,False,Step3c+4a,8.736399804298769,8.736399804298769,0.8478246194677332,9.075529652085862,physically_promoted,7.57150000000001,0.7977296668369451,True,0,371.3550000000001,3.986900000000004,1,5,7,51.16,0.8010368956743003,True,0.68,10.435,-9.726,-5.998,3.728,,,,,,23,6,2.339650291197138,0.0,-0.448,xtb_success,0.8168923135253332,0.9200000000000002,44,14,-30,371.36,3.99,0.798,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC(C)(C)c1ccc(Cc2cc(CCCC(N)=O)ccn2)cc1,False,Fail_hERG_HighRisk,False,Step3c+4a,8.77854736311954,8.77854736311954,0.7390547644611978,9.07416926890402,neutral,7.567900000000009,0.8824987477291736,True,0,310.4409999999999,3.7779000000000016,1,2,6,55.98,0.5633333333333334,True,0.775,10.624,-9.984,-6.6073,3.3767,,,,,,49,11,2.124930878743063,0.0,-0.529,xtb_success,0.7193639492302826,0.785,11,15,4,310.44,3.78,0.882,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COc1cccc(CN2CCN(C(=O)c3c(C)n[nH]c3C3CCCCC3)CC2)c1,False,Fail_hERG_HighRisk,False,Step3c+4a,8.771168686882785,8.771168686882785,0.7548265966395591,9.073099325538609,neutral,7.588100000000008,0.8364909075203448,True,0,396.53500000000025,3.732420000000003,1,4,5,61.46,0.8033333333333333,True,0.679,10.43,-9.5414,-6.0241,3.5174,,,,,,60,2,2.351767668773972,0.0,-0.554,xtb_success,0.7597522809136559,0.7433333333333333,12,16,4,396.54,3.73,0.836,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NC(=O)Cc1csc(CCc2ccc(CC3CCCCC3)cc2)n1,False,Fail_hERG_HighRisk,False,Step3c+4a,8.785823501055312,8.785823501055312,0.7177076537775561,9.072906562566336,neutral,7.596200000000006,0.8240962002712514,True,0,342.5080000000001,4.078900000000004,1,3,7,55.98,0.5580126617120836,True,0.777,10.626,-10.4019,-7.1094,3.2925,,,,,,83,11,2.2242459908032064,0.0,-0.537,xtb_success,0.6945823625393659,0.7716666666666666,9,17,8,342.51,4.08,0.824,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NC(=O)CN(CCc1ccc(CC2CCCCC2)cc1)C1CCCCC1,False,Fail_hERG_HighRisk,False,Step3c+4a,8.751713321414424,8.751713321414424,0.7973221104231087,9.070642165583669,physically_promoted,7.599800000000009,0.7467013261466664,True,0,356.55400000000014,4.471900000000004,1,2,8,46.33,0.621345995045417,True,0.751,10.574,-9.6026,-5.8964,3.7061,,,,,,83,9,2.214373416589167,0.0,-0.541,xtb_success,0.811174443461584,0.765,27,18,-9,356.55,4.47,0.747,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC(C)(C)c1ccc(CCc2nc(CCC(N)=O)cs2)cc1,True,Pass,True,Step3c+4a+4b,8.76123342661813,8.76123342661813,0.77087023839463,9.069581521975982,neutral,7.543300000000006,0.8842216082509399,True,0,316.4699999999999,3.6437000000000017,1,3,6,55.98,0.48,False,0.808,10.686,-10.3969,-6.841,3.5559,5.647,2.919,-6.046,-0.399,-1283.2967679221215,49,10,2.216883004097223,0.0,-0.537,xtb_success,0.7705289119923288,0.7716666666666666,22,19,-3,316.47,3.64,0.884,B3LYP/6-31G*,5.067,0.3870000000000004,1.010878550359486,False,0.0,1.0,4.3465,1.3954999999999995,6.5435,5.91875,7.137499999999999,False,0.0,1.0,False,1.0,1.0,10.686,mol_12,-6.7,25.0,0.6944444444444444,-6.7,-7.0,-6.7,25.0,0.6944444444444444
CN(C(=O)NCC1CCN(C2CCCCC2)CC1)c1ccccc1,False,Fail_hERG_HighRisk,False,Step3c+4a,8.813784198499103,8.813784198499103,0.632818869374068,9.066911746248731,neutral,7.576800000000012,0.9097906940599232,True,0,329.48799999999994,3.877100000000002,1,2,4,35.58,0.8070047707944409,True,0.677,10.421,-9.2901,-6.3172,2.9729,,,,,,83,3,2.1791114853087006,0.0,-0.572,xtb_success,0.5983126705343828,0.7133333333333335,3,20,17,329.49,3.88,0.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COCc1ccc(Cc2ccc(Cc3cc(OC)ccn3)cc2)cc1,False,Fail_hERG_HighRisk,False,Step3c+4a,8.738222764320346,8.738222764320346,0.8183219104843307,9.065551528514078,physically_promoted,7.613600000000011,0.6413053438422793,True,0,333.431,4.418200000000003,0,3,7,31.35,0.5364968461911693,True,0.785,10.636,-10.0806,-6.4429,3.6377,,,,,,98,12,1.9602990760080448,0.0,-0.351,xtb_success,0.7929598721204725,0.8775,41,21,-20,333.43,4.42,0.641,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COCc1ccc(CCN2CCN(C(=O)C3(OC)CCCCC3)CC2)cc1,False,Fail_hERG_HighRisk,False,Step3c+4a,8.763718204803114,8.763718204803114,0.7499194556440134,9.06368598706072,neutral,7.635600000000008,0.7359856256424561,True,0,374.52500000000026,2.8690000000000007,0,4,7,42.01,0.77,True,0.692,10.448,-9.4291,-5.989,3.4401,,,,,,84,4,2.3987460801812155,0.0,-0.533,xtb_success,0.7377420794914477,0.7783333333333333,20,22,2,374.53,2.87,0.736,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NC(=O)CCc1ccc(Cc2ccc(Cc3ccc(CC(N)=O)cc3)cc2)cc1,True,Pass,True,Step3c+4a+4b,8.711583735823325,8.711583735823325,0.8714799840639853,9.060175729448918,physically_promoted,7.604300000000006,0.5910238398575833,True,0,386.4950000000001,3.313900000000001,2,2,9,86.18,0.2466666666666666,False,0.901,10.863,-10.3051,-6.1593,4.1458,5.738,5.936,-5.967,-0.229,-1228.2948124889622,83,19,1.882281841054727,0.0,-0.535,xtb_success,0.9128285486628364,0.775,101,23,-78,386.5,3.31,0.591,B3LYP/6-31G*,5.067,0.3870000000000004,1.1694819091227846,False,0.0,1.0,4.3465,1.3954999999999995,6.5435,5.91875,7.137499999999999,False,0.0141538461422325,0.9858461538577674,False,1.0,0.9858461538577674,10.709246769356929,mol_8,-7.4,8.0,0.2222222222222222,-7.4,-7.4,-7.6,8.0,0.2222222222222222
COc1cccc(NC(=O)N2C[C@H](OC3CCCCC3)O[C@@H](C)C2)c1,False,Fail_hERG_HighRisk,False,Step3c+4a,8.730588194719381,8.730588194719381,0.8207938624999422,9.058905739719355,physically_promoted,7.58640000000001,0.902663676442592,True,0,348.4430000000001,3.6232000000000015,1,4,4,60.03,0.7,True,0.72,10.499,-10.0666,-6.211,3.8556,,,,,,69,2,3.071436435019252,0.0,-0.547,xtb_success,0.8489912321427748,0.755,55,24,-31,348.44,3.62,0.903,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NC(=O)Cc1ccc(Cc2ccc(-c3ccc(CC(N)=O)cc3)cc2)cc1,True,Pass,True,Step3c+4a+4b,8.746652511565642,8.746652511565642,0.7799142816271769,9.058618224216511,physically_promoted,7.582700000000009,0.680119200920715,True,0,358.44100000000003,3.000000000000001,2,2,7,86.18,0.1933333333333333,False,0.923,10.904,-10.2365,-6.6417,3.5949,5.306,5.582,-6.038,-0.732,-1149.6725352322997,83,28,1.7610708889472235,0.0,-0.534,xtb_success,0.7813061166102528,0.7766666666666666,33,25,-8,358.44,3.0,0.68,B3LYP/6-31G*,5.067,0.3870000000000004,0.4165516785102016,False,0.0,1.0,4.3465,1.3954999999999995,6.5435,5.91875,7.137499999999999,False,0.0,1.0,False,1.0,1.0,10.904,mol_1,-7.5,6.0,0.1666666666666666,-7.5,-8.2,-7.5,6.0,0.16666666666666666
COCc1ccc(C(=O)N2CCN(c3ccccn3)CC2)cc1,False,Fail_hERG_HighRisk,False,Step3c+4a,8.78638480843557,8.78638480843557,0.6771106596421974,9.057229072292447,neutral,7.548300000000011,0.8681648101470093,True,0,311.38500000000005,2.1904000000000003,0,4,4,45.67,0.73,True,0.708,10.473,-9.7007,-6.5897,3.111,,,,,,84,2,1.812635754604143,0.0,-0.542,xtb_success,0.6401580852031392,0.7633333333333333,8,26,18,311.39,2.19,0.868,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCc1ccc(-c2ccc(CC(N)=O)cc2CC(N)=O)cc1,True,Pass,True,Step3c+4a+4b,8.723564890907564,8.723564890907564,0.8280579726314661,9.05478807996015,physically_promoted,7.538300000000006,0.8222211693311551,True,0,310.397,2.3617,2,2,7,86.18,0.4366666666666666,False,0.825,10.705,-10.3175,-6.4575,3.8601,5.593,6.074,-6.245,-0.652,-997.2520728979224,6,7,2.0757121287430635,0.0,-0.534,xtb_success,0.8500828180449517,0.7766666666666666,73,27,-46,310.4,2.36,0.822,B3LYP/6-31G*,5.067,0.3870000000000004,0.9167622715329125,False,0.0,1.0,4.3465,1.3954999999999995,6.5435,5.91875,7.137499999999999,False,0.1273846152800944,0.8726153847199055,False,1.0,0.8726153847199055,9.341347693426588,mol_35,-7.0,20.0,0.5555555555555556,-7.2,-7.0,-7.7,20.0,0.5555555555555556
COCc1ccc(Cc2ccc(C(=O)N3CCN(C(=O)c4ccccc4C)CC3)cc2)cc1,False,Fail_hERG_HighRisk,False,Step3c+4a,8.718600864621754,8.718600864621754,0.8362867755787509,9.053115574853257,physically_promoted,7.631900000000006,0.5709923512785856,True,0,442.5590000000002,4.330420000000004,0,3,6,49.85,0.7466666666666667,True,0.701,10.456,-10.5749,-6.6625,3.9124,,,,,,93,8,1.9879531101754484,0.0,-0.535,xtb_success,0.8625525365410728,0.775,85,28,-57,442.56,4.33,0.571,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NC(=O)Cc1ccc(CCCc2ccc(Cc3ccc(CC(N)=O)cc3)cc2)cc1,True,Pass,True,Step3c+4a+4b,8.70277136056449,8.70277136056449,0.8741560516561482,9.05243378122695,physically_promoted,7.617400000000006,0.5455922130581462,True,0,400.5220000000001,3.508300000000002,2,2,10,86.18,0.36,False,0.856,10.764,-10.3085,-6.1429,4.1656,5.832,2.629,-6.104,-0.272,-1267.6067108532038,83,25,1.8742474596458845,0.0,-0.535,xtb_success,0.916651502365926,0.775,113,29,-84,400.52,3.51,0.546,B3LYP/6-31G*,5.067,0.3870000000000004,1.333313950043114,False,0.0,1.0,4.3465,1.3954999999999995,6.5435,5.91875,7.137499999999999,False,0.0,1.0,False,1.0,1.0,10.764,mol_4,-6.9,22.0,0.6111111111111112,-7.8,-7.9,-6.9,22.0,0.6111111111111112
COc1ccc(CC2CCN(C(=O)c3c(NC(C)=O)sc4c3CCC4)CC2)cc1,False,Fail_hERG_HighRisk,False,Step3c+4a,8.789866917403888,8.789866917403888,0.6547739513492379,9.051776497943584,neutral,7.617300000000008,0.7966027597978272,True,0,412.5550000000003,4.298700000000004,1,4,5,58.64,0.6985843137254901,True,0.721,10.493,-10.0514,-7.0104,3.041,,,,,,41,2,2.257344624950326,0.0,-0.557,xtb_success,0.6189627876417684,0.7383333333333333,7,30,23,412.56,4.3,0.797,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC(C)(C)c1ccc(CCCc2cc(CCCC(N)=O)ccn2)cc1,False,Fail_hERG_HighRisk,False,Step3c+4a,8.757238605301847,8.757238605301847,0.7353206704712129,9.051366873490332,neutral,7.585500000000009,0.7771452600368048,True,0,338.49499999999995,4.362400000000003,1,2,8,55.98,0.6166666666666667,True,0.753,10.558,-9.933,-6.5721,3.3609,,,,,,73,8,2.168340247165654,0.0,-0.53,xtb_success,0.7147438149588755,0.7833333333333333,25,31,6,338.49,4.36,0.777,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COCc1cccc(Cc2cccc(OC)c2COC)c1OC,False,Fail_hERG_HighRisk,False,Step3c+4a,8.690877210197922,8.690877210197922,0.8881639612116444,9.04614279468258,physically_promoted,7.549800000000006,0.7456607805751801,True,0,316.39700000000005,3.5874000000000024,0,4,8,36.92,0.5826186521032183,True,0.767,10.58,-10.2888,-6.2366,4.0523,,,,,,63,11,2.2916022581809354,0.0,-0.35,xtb_success,0.8938056588737778,0.8749999999999999,147,32,-115,316.4,3.59,0.746,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COCCc1ccccc1CN1CCN(C(=O)C(C)(C)OC)CC1,False,Fail_hERG_HighRisk,False,Step3c+4a,8.734807032550055,8.734807032550055,0.7704541258356106,9.0429886828843,physically_promoted,7.581100000000007,0.7642293515008574,True,0,334.4600000000001,1.9447,0,4,7,42.01,0.7366666666666667,True,0.705,10.454,-9.5928,-6.0339,3.5589,,,,,,93,14,2.284076432003795,0.0,-0.539,xtb_success,0.7713630369080151,0.7683333333333333,47,33,-14,334.46,1.94,0.764,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COc1ccc(CN(CCc2nccn2C)CC(F)(F)F)cc1,False,Fail_hERG_HighRisk,False,Step3c+4a,8.69881650581097,8.69881650581097,0.8554839176282814,9.041010072862283,physically_promoted,7.541400000000007,0.7829741873705385,True,0,327.35,3.035700000000001,0,4,7,30.29,0.79,True,0.684,10.409,-10.0043,-6.0984,3.906,,,,,,23,5,2.340705878743064,0.0,-0.337,xtb_success,0.8610484537546877,0.8425,122,34,-88,327.35,3.04,0.783,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NC(=O)CCc1ccc(Cc2ccc(CCc3ccc(CC(N)=O)cc3)cc2)cc1,True,Pass,True,Step3c+4a+4b,8.693626632859722,8.693626632859722,0.8679823059084777,9.040819555223113,physically_promoted,7.611500000000006,0.5455922130581462,True,0,400.5220000000001,3.508300000000002,2,2,10,86.18,0.2466666666666666,False,0.901,10.843,-10.2927,-6.1759,4.1169,5.867,6.046,-6.024,-0.157,-1267.606493472426,83,26,1.906694736693576,0.0,-0.534,xtb_success,0.907117579869254,0.7766666666666666,136,35,-101,400.52,3.51,0.546,B3LYP/6-31G*,5.067,0.3870000000000004,1.3943152418751523,False,0.0,1.0,4.3465,1.3954999999999995,6.5435,5.91875,7.137499999999999,False,0.1044102563245866,0.8955897436754134,False,1.0,0.8955897436754134,9.710879590672508,mol_33,-7.2,12.0,0.3333333333333333,-7.9,-8.0,-7.2,12.0,0.3333333333333333
COCCN(COC)Cc1ccc(Cc2ccc(COC)cc2)cc1,False,Fail_hERG_HighRisk,False,Step3c+4a,8.714454473997012,8.714454473997012,0.8133867905951992,9.039809190235092,physically_promoted,7.639500000000011,0.5846591952293336,True,0,343.4670000000001,3.4761000000000024,0,4,11,30.93,0.6433333333333333,True,0.743,10.525,-9.7468,-6.1389,3.6078,,,,,,62,10,2.173751236176642,0.0,-0.352,xtb_success,0.7848382722788563,0.8799999999999999,94,36,-58,343.47,3.48,0.585,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCc1c(Cc2ccc(OC)c(OC)c2)cccc1OC,False,Fail_hERG_HighRisk,False,Step3c+4a,8.6940222153078,8.6940222153078,0.8641959745490357,9.039700605127416,physically_promoted,7.5728000000000115,0.7645808105128725,True,0,300.398,4.255700000000004,0,3,7,27.69,0.7359519854365516,True,0.706,10.451,-10.1347,-6.1983,3.9364,,,,,,23,10,1.8709908509832829,0.0,-0.342,xtb_success,0.8681371064986224,0.855,134,37,-97,300.4,4.26,0.765,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COCc1ccc(Cc2cccc(OC)c2OC)cc1OC,False,Fail_hERG_HighRisk,False,Step3c+4a,8.688368979466846,8.688368979466846,0.8780057353181439,9.039571273594104,physically_promoted,7.552500000000008,0.7847780421267898,True,0,302.37000000000006,3.449600000000003,0,4,7,36.92,0.7192853187698849,True,0.712,10.464,-10.1068,-6.097,4.0098,,,,,,23,16,1.9624938286507767,0.0,-0.345,xtb_success,0.8846510504544914,0.8624999999999999,155,38,-117,302.37,3.45,0.785,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NC(=O)Cc1ccc(-c2ccc(CC(N)=O)cc2CC(N)=O)cc1,True,Pass,True,Step3c+4a+4b,8.6910308002754,8.6910308002754,0.8694323721670778,9.03880374914223,physically_promoted,7.568600000000006,0.6824569725376011,True,0,325.368,0.4369999999999997,3,3,7,129.27,0.31,False,0.876,10.791,-10.3496,-6.2187,4.1309,5.554,6.228,-6.242,-0.688,-1087.314265272353,6,24,2.187976859934075,0.0,-0.535,xtb_success,0.9099033888101112,0.775,146,39,-107,325.37,0.44,0.682,B3LYP/6-31G*,5.067,0.3870000000000004,0.8487894034914993,False,0.0,1.0,4.3465,1.3954999999999995,6.5435,5.91875,7.137499999999999,False,0.2537435895353897,0.7462564104646103,False,1.0,0.7462564104646103,8.052852925323611,,,,,,,,,
CCN(CCc1ccccc1)S(=O)(=O)Cc1ccc(F)cc1,False,Fail_hERG_HighRisk,False,Step3c+4a,8.731798586322483,8.731798586322483,0.7636941742365373,9.037276256017098,physically_promoted,7.53050000000001,0.7850503304346537,True,0,321.417,3.220100000000002,0,2,7,37.38,0.7710368956743002,True,0.692,10.42,-10.5585,-6.7499,3.8086,,,,,,99,4,1.912265788948544,0.0,-0.645,xtb_success,0.8374202489093391,0.5916666666666667,54,40,-14,321.42,3.22,0.785,,,,,,,,,,,,,,,,,,,,,,,,,,,,
