restart,step,smiles,pIC50,QED,SA,MW,LogP,LogP_Penalty,Reward
49,11,CC(C)(C)c1ccc(Cc2cc(CCCC(N)=O)ccn2)cc1,7.567900000000009,0.8824987477291736,2.124930878743063,310.4409999999999,3.7779000000000016,0.0,8.77854736311954
60,2,COc1cccc(CN2CCN(C(=O)c3c(C)n[nH]c3C3CCCCC3)CC2)c1,7.588100000000008,0.8364909075203448,2.351767668773972,396.53500000000025,3.732420000000003,0.0,8.771168686882785
77,2,COc1ccc(CC(=O)CCN2CCN(C3CCCCC3)CC2)cc1,7.5966000000000085,0.760657231773541,2.0617648294327005,344.49900000000014,3.1472000000000016,0.0,8.770752132943509
86,3,COC(=O)c1ccc(CN2CCN(CCc3ccc(C)cc3)CC2)cc1,7.570700000000011,0.7479648231909857,1.739959951002124,352.47800000000007,3.1419200000000016,0.0,8.770686416495291
43,2,COCc1ccc(OC)c(C(=O)N2CCN(c3ccccc3)CC2)c1,7.5338000000000065,0.8393225038231562,1.8332012361766417,340.42300000000006,2.804000000000001,0.0,8.770141128293922
93,3,COc1cccc(C(=O)CN2CCN(CC3CCCCC3)CC2)c1,7.589200000000011,0.7506087922847572,1.9498488479460612,330.47200000000015,3.075800000000002,0.0,8.769519511347783
2,1,CCCCNc1nc2ccc(N3CCN(C(C)=O)CC3)cc2c(=O)o1,7.587700000000007,0.8367531579379299,2.379276371604595,344.41500000000013,2.0685,0.0,8.768148941808512
94,2,COCc1ccc(C(=O)c2ccc(N3CCCCC3)nc2)cc1,7.581900000000012,0.7933654248920186,1.928482597313673,310.39699999999993,3.4493000000000027,0.0,8.76745997183094
43,6,CCN(Cc1ccc(-c2ccccn2)cc1)C(=O)C(C)(C)OC,7.589600000000011,0.8193438369774834,2.233056359512295,312.41300000000007,3.522100000000002,0.0,8.764519784147225
84,4,COCc1ccc(CCN2CCN(C(=O)C3(OC)CCCCC3)CC2)cc1,7.635600000000008,0.7359856256424561,2.3987460801812155,374.52500000000026,2.8690000000000007,0.0,8.763718204803114
71,1,O=C(Nc1cc(F)ccc1Cl)c1ccc(-c2cncnc2)cc1,7.558400000000007,0.7844706749215086,1.8806173953514573,327.746,4.188400000000002,0.0,8.762573597925616
49,10,CC(C)(C)c1ccc(CCc2nc(CCC(N)=O)cs2)cc1,7.543300000000006,0.8842216082509399,2.216883004097223,316.4699999999999,3.6437000000000017,0.0,8.76123342661813
60,3,COc1cccc(Cc2ccc(CC(=O)C(C)(C)N3CCOCC3)cc2)c1,7.616900000000006,0.7506997194137011,2.3158374503495107,367.48900000000015,3.5084000000000026,0.0,8.760666114671906
16,3,Cc1nonc1S(=O)(=O)c1ccc(C(=O)N2CCCCCCC2)cc1,7.578300000000006,0.8320139688385594,2.34627377138791,363.43900000000025,2.617120000000001,0.0,8.759679607280495
73,8,CC(C)(C)c1ccc(CCCc2cc(CCCC(N)=O)ccn2)cc1,7.585500000000009,0.7771452600368048,2.168340247165654,338.49499999999995,4.362400000000003,0.0,8.757238605301847
41,1,COc1ccc(C(=O)N2CCC(C(=O)Nc3sc4c(c3C(C)=O)CCC4)CC2)cc1,7.610300000000008,0.7351000939000167,2.21999258477439,426.53800000000035,3.938900000000004,0.0,8.755850788472577
83,9,NC(=O)CN(CCc1ccc(CC2CCCCC2)cc1)C1CCCCC1,7.599800000000009,0.7467013261466664,2.214373416589167,356.55400000000014,4.471900000000004,0.0,8.751713321414424
73,5,Cc1ccc(N(CCC(C)(C)C)Cc2ccc(CC(N)=O)cc2)cc1,7.561800000000008,0.8096435493774401,2.150295383333832,338.49500000000006,4.465620000000003,0.0,8.751592236355345
2,15,NC(=O)Cc1ccc(-c2ccc(-c3cc(C=O)ccn3)cc2)cc1,7.589300000000003,0.7342894119924613,2.043396014692359,316.36,3.2559000000000022,0.0,8.749458692465732
6,1,CC[C@H]([NH3+])c1ccc(-c2cccc(C(=O)N3CCC[C@H](C)C3)c2)cc1,7.614000000000005,0.9029890042157135,3.164640145745147,337.487,3.918700000000003,0.0,8.749030487533346
93,2,COC(=O)c1cccc(CN2CCN(CC3CCCCC3)CC2)c1,7.551400000000006,0.7765028380193116,1.908611045748259,330.47200000000015,3.171100000000002,0.0,8.748790314434835
97,3,COCc1ccc(Cc2ccccn2)cc1C(=O)N1CCCCC1,7.537200000000009,0.8458701984966871,2.1256475292647448,324.4240000000002,3.4449000000000023,0.0,8.74757034632188
83,28,NC(=O)Cc1ccc(Cc2ccc(-c3ccc(CC(N)=O)cc3)cc2)cc1,7.582700000000009,0.680119200920715,1.7610708889472235,358.44100000000003,3.000000000000001,0.0,8.746652511565642
83,24,NC(=O)Cc1ccc(CCCCc2ccc(CC(N)=O)cc2)cc1,7.578100000000006,0.6934989076985447,1.794579848915122,324.424,2.3076,0.0,8.745391468957767
83,20,NC(=O)CCc1ccc(Cc2ccc(CCC(N)=O)cc2)cc1,7.5484000000000036,0.7821291998590602,1.773952447233773,310.397,2.1132,0.0,8.743794874322443
75,36,COCCc1cccc(Cc2cccc(OC)c2OC)c1OC,7.586300000000007,0.7468536561667555,2.1357542108436576,316.39700000000005,3.4921000000000024,0.0,8.743558452727438
71,2,O=C(Cc1ccc(-c2cncnc2)cc1)N1CCC2(CCCCC2)C1,7.595300000000008,0.8552428723207139,2.8024484858901797,335.4510000000002,3.8689000000000027,0.0,8.742676587571346
29,2,Cc1ccc(C(=O)NC(=O)CCC(=O)N2CCC[C@H]3CCC[C@@H]32)cc1,7.561300000000012,0.9148300748459736,2.784879148995417,342.4390000000001,2.8227200000000012,0.0,8.740227122523457
3,4,CCCS(=O)(=O)C(=O)c1cccc(CN(C)C(=O)c2ccc(C)cc2)c1,7.586900000000009,0.7792893901171167,2.3749326313921557,373.4740000000001,3.2322200000000025,0.0,8.739051431919352
97,9,COCc1cc(Cc2ccc(OC)c(OC)c2)ccc1OC,7.58870000000001,0.7847780421267898,1.8234494117773288,302.37000000000006,3.449600000000002,0.0,8.738473421154193
98,12,COCc1ccc(Cc2ccc(Cc3cc(OC)ccn3)cc2)cc1,7.613600000000011,0.6413053438422793,1.9602990760080452,333.431,4.418200000000003,0.0,8.738222764320346
23,3,COc1ccc(CCN(C)Cc2cc3c([nH]c2=O)CCCC3=O)cc1,7.5289000000000055,0.8778533478375768,2.304618300098637,340.4230000000002,2.577000000000001,0.0,8.737364843908932
5,14,CC(C)(C)CCc1ccc(/C=C\c2cc(CC(N)=O)ccn2)cc1,7.544700000000007,0.8636921563423305,2.3962468108786528,322.452,4.258500000000002,0.0,8.736921397083307
23,6,COc1ccc(CN(CC(F)(F)F)c2cccc(OC)c2O)cc1OC,7.57150000000001,0.7977296668369451,2.339650291197138,371.35500000000013,3.986900000000004,0.0,8.736399804298769
6,38,NC(=O)Cc1ccc(-c2ccc(N3C(=O)CC4(CCCCC4)C3=O)cc2)cc1,7.5952000000000055,0.8281474529054537,2.7398056155820214,376.45600000000013,3.595200000000002,0.0,8.73529316489453
93,4,COCc1ccc(C(=O)N2CCC[C@H](N(C)Cc3ccccc3C)C2)cc1,7.595100000000007,0.7777886241439987,2.4885890727174207,366.50500000000005,3.878020000000003,0.0,8.735135404800264
93,14,COCCc1ccccc1CN1CCN(C(=O)C(C)(C)OC)CC1,7.581100000000007,0.7642293515008574,2.284076432003795,334.4600000000001,1.9446999999999997,0.0,8.734807032550055
17,9,NC(=O)CCc1ccc(CCc2ccc(CC(N)=O)cc2)cc1,7.547200000000004,0.7801442554165988,1.8429740925004605,310.397,1.9174999999999995,0.0,8.734700237574543
93,16,COCCc1ccccc1CCc1ccccc1C(=O)N(C)C,7.560500000000011,0.784487413036907,2.037237761139515,311.425,3.3625000000000025,0.0,8.734421412321366
91,2,O=C(OCN1CCN(C2CCCCC2)CC1)c1cccc(Cc2ccccc2)c1,7.607500000000009,0.6847859755781236,2.160007676440726,392.543,4.342000000000004,0.0,8.733892220144998
2,10,CCc1ccc(Cc2cc(OC(=O)COCC(N)=O)ccn2)cc1,7.591600000000004,0.7438916571118338,2.2978115370216923,328.36799999999994,1.6420999999999994,0.0,8.733764674853752
29,4,COc1cc(C(=O)N(CC(N)=O)c2ccc(F)c(F)c2)ccn1,7.516600000000008,0.9041125946253369,2.349133179567241,321.283,1.5005,0.0,8.733742979355952
65,19,COc1cc(Cc2ccccn2)ccc1CCCc1ccccn1,7.614500000000009,0.6529821151221303,2.0764598895804856,318.41999999999996,4.251300000000003,0.0,8.732845913222544
99,4,CCN(CCc1ccccc1)S(=O)(=O)Cc1ccc(F)cc1,7.53050000000001,0.7850503304346537,1.9122657889485435,321.417,3.220100000000002,0.0,8.731798586322483
69,2,COc1cccc(NC(=O)N2C[C@H](OC3CCCCC3)O[C@@H](C)C2)c1,7.58640000000001,0.902663676442592,3.071436435019252,348.4430000000001,3.6232000000000024,0.0,8.730588194719381
95,12,COCc1ccc(Cc2ccc(CCC(=O)C(C)(C)OC)cc2)cc1,7.608800000000009,0.6806229775078732,2.1891668405722466,340.463,4.350500000000004,0.0,8.730194804696723
2,7,CC(=O)c1ccc(Cc2ccc(OCC(=O)N3CCN(CC(N)=O)CC3)cc2)cc1,7.599900000000003,0.6670585949397801,2.0352881503852487,409.48600000000016,1.4883000000000008,0.0,8.729900482431368
73,18,NC(=O)CCCc1ccc(Cc2cc(CC(N)=O)ccn2)cc1,7.574000000000004,0.7725631584256973,2.1578611930921774,311.38499999999993,1.5081999999999993,0.0,8.7297614387261
7,9,NC(=O)CCCc1ccc(CCCc2ccc(C=O)cc2)cc1,7.582500000000007,0.7208523235957577,1.9147607519948124,309.409,3.482400000000003,0.0,8.729265998112902
92,0,O=C(c1ccc(N2CCN(C(=O)NCc3ccccc3)CC2)nc1)c1ccccc1F,7.614100000000007,0.644582062839884,2.0749406266793216,418.47200000000015,3.483500000000003,0.0,8.728896968752018
17,10,NC(=O)CCc1ccc(-c2ccc(Cc3cc(CC(N)=O)ccn3)cc2)cc1,7.626300000000008,0.6349259130142562,2.1490646600472783,373.456,2.785100000000001,0.0,8.728856490502409
63,9,COCc1ccc(COC)c(-c2cccc(COC)c2OC)c1,7.586000000000008,0.7420880017932135,2.257263796642473,316.39700000000005,3.8014000000000028,0.0,8.728724666960787
31,10,CC(C)(C)c1ccc(-c2cc(Cc3cc(CC(N)=O)ccn3)ccn2)cc1,7.587100000000004,0.7467504056198662,2.3197304152793166,359.47299999999996,4.059700000000002,0.0,8.728502161282005
63,6,COCc1ccc(Cc2ccc(OC)cc2)cc1-c1ccccn1,7.591700000000011,0.6704121399149667,1.9903864303636443,319.404,4.494400000000004,0.0,8.72779638624464
62,19,COCc1cc(Cc2ccc(OC)cc2)cc(CC(OC)OC)c1,7.627000000000013,0.6584987772648521,2.2852766953927333,330.4240000000001,3.5938000000000025,0.0,8.727721719093164
85,24,NC(=O)Cc1csc(-c2ccc(-c3ccc(C=O)cc3)cc2)n1,7.569600000000006,0.7323707172359241,2.083616696050756,322.389,3.317400000000001,0.0,8.727423689012891
41,5,CCc1ccc(Cc2ccc(C(=O)C3CCN(C(=O)[O-])CC3)o2)cc1,7.595600000000001,0.7844915604234074,2.6149632621788097,340.39900000000006,2.6708000000000007,0.0,8.726349453993823
41,19,NC(=O)Cc1ccc(-c2ccc(-c3nc(CC(N)=O)cs3)cc2)cc1,7.577300000000004,0.7136024996630356,2.0816737713879103,351.431,2.5327,0.0,8.725933872692732
2,8,N#Cc1ccc(Cc2ccc(C(=O)COCC(N)=O)cc2)cc1,7.563300000000005,0.7896535519900968,2.0574872285951358,308.33699999999993,1.8336799999999998,0.0,8.725539665310922
94,4,COc1ccc(CC(=O)c2ccc(-c3ccc(F)c(F)c3)nc2)cc1,7.59680000000001,0.6443383836850265,1.9409032405103375,339.341,4.460800000000003,0.0,8.724878867791489
89,3,CCN(C1CCOCC1)C1CN(CCc2ccccc2Cl)C1,7.572800000000009,0.8002805417200606,2.485734346197747,322.88,3.0676000000000014,0.0,8.724366836240264
16,4,Cc1nnc(S(=O)(=O)c2ccc(NC(=O)C(C)C)cc2)s1,7.486400000000003,0.931216453605686,2.2816857256953273,325.415,2.2738200000000006,0.0,8.723839654233313
6,7,CCCc1ccc(-c2ccc(CC(N)=O)cc2CC(N)=O)cc1,7.538300000000006,0.8222211693311551,2.0757121287430635,310.397,2.3617,0.0,8.723564890907564
31,11,CC(C)(C)c1ccc(-c2cc(Cc3nc(CC(N)=O)cs3)ccn2)cc1,7.589700000000004,0.7392576145830476,2.358783335617508,365.50199999999995,4.121200000000003,0.0,8.723450473729777
5,8,CS(=O)(=O)CCc1csc(-c2ccc(CCC(N)=O)cc2)n1,7.529800000000002,0.8335041776680112,2.242130671184235,338.45400000000006,1.8151,0.0,8.722339021715584
50,6,CCc1ccc([C@@H]2CCS(=O)(=O)C2)cc1-c1ccc(F)c(F)c1,7.580700000000008,0.8456626066774071,2.817396930431654,336.40299999999996,4.096300000000004,0.0,8.721791610295547
1,0,Cc1cccc(Cl)c1NC(=O)N1CCCN(C2CCSCC2)CC1,7.533500000000006,0.8548512934943298,2.392654208672294,367.94600000000025,4.083620000000003,0.0,8.72166022587994
2,14,NC(=O)Cc1ccc(-c2ccc(Cc3cc(CC(N)=O)ccn3)cc2)cc1,7.596700000000006,0.6773624300725871,2.1426688189808782,359.429,2.3950000000000005,0.0,8.72111433313821
18,2,CN(C)C(=O)c1cccc(-c2ccc(N)cc2Br)c1N,7.5345000000000075,0.829557898259058,2.281772205647849,334.21700000000004,2.9823000000000004,0.0,8.72110172856475
39,11,CCCc1ccc(-c2ccc(CC[C@](C)(O)C(=O)[O-])cc2)cc1,7.582900000000002,0.8550506790922255,2.7483868342778077,311.40099999999995,2.7396000000000003,0.0,8.720906909615032
50,7,CCCc1ccc(-c2ccc(F)c(F)c2)cc1[C@@H]1CCS(=O)(=O)C1,7.597500000000009,0.814277698649765,2.847931282486874,350.4300000000001,4.486400000000004,0.0,8.719845721076204
3,3,CCC(C)(C)c1ccc(C(=O)NC(=O)N(C)N2CCO[C@H](C)C2)cc1,7.584200000000009,0.9096912764618712,3.1936513659195302,347.4590000000001,2.791500000000001,0.0,8.719680501638992
60,27,COCc1cc(Cc2cc(Cc3cccc(C)c3)ccn2)ccn1,7.604700000000008,0.6857636016916552,2.2808055512427643,318.42,4.113020000000003,0.0,8.719002090341077
41,14,NC(=O)Cc1ccc(-c2ccc(Cc3nc(CC(N)=O)cs3)cc2)cc1,7.599900000000004,0.6725521497213833,2.1736116100457803,365.45799999999997,2.4565,0.0,8.718814913856118
93,8,COCc1ccc(Cc2ccc(C(=O)N3CCN(C(=O)c4ccccc4C)CC3)cc2)cc1,7.631900000000006,0.5709923512785856,1.9879531101754484,442.5590000000002,4.330420000000004,0.0,8.718600864621754
73,11,NC(=O)CCc1ccc(CCc2nc(CC(N)=O)cs2)cc1,7.555600000000004,0.7689132732947446,2.2045938286507756,317.41399999999993,1.3739999999999994,0.0,8.718260668608979
35,3,CCc1ccc(C(=O)N2CCN([C@H](C)CC(=O)Nc3cccc(C)c3)CC2)cc1C,7.584300000000009,0.7862547440233777,2.5989496311300773,407.55800000000016,4.040940000000003,0.0,8.71753240889869
2,6,COc1ccc(CC(=O)c2ccc(C(=O)NC[C@@H](C)N3CCOCC3)cc2)cc1,7.617500000000007,0.6949185972918274,2.4778336087519843,396.4870000000002,2.5711000000000004,0.0,8.717175937770723
91,7,COCc1cccc(Cc2ccc(C3CC[NH+](C)CC3)cc2)c1,7.590200000000007,0.8964253705821704,3.034484434282674,310.461,2.815900000000002,0.0,8.716930330480341
7,10,CCCCc1ccc(CCc2nc(CC(N)=O)cs2)cc1,7.579300000000009,0.8131408468716683,2.093561312739862,302.4429999999999,3.298700000000001,0.0,8.716726524800132
74,4,Cc1ccc(C(=O)N[C@H]2CCN(C)C2=O)cc1-c1cncnc1,7.549000000000004,0.9299322657928146,2.804720477029287,310.35699999999997,1.41252,0.0,8.71506846163091
62,5,CCCN(Cc1ccc(OC)cc1)C(=O)N1CCN(c2ccccc2)CC1,7.519400000000003,0.7780226210988876,1.9357928257433468,367.49300000000005,3.849400000000003,0.0,8.714832027975113
40,7,COCc1ccc(Cc2ccc(-c3ccccn3)cc2OC)cc1,7.5692000000000075,0.6704121399149667,1.8952791776163913,319.4040000000001,4.494400000000003,0.0,8.714807111519361
62,10,COCCN(COC)Cc1ccc(Cc2ccc(COC)cc2)cc1,7.639500000000011,0.5846591952293336,2.173751236176642,343.4670000000001,3.4761000000000024,0.0,8.714454473997012
10,9,O=COc1ccc(OCc2ccc(Cc3ccccn3)cc2)c(F)c1,7.625800000000009,0.6131250709504872,2.1877003404969795,337.35,3.9257000000000026,0.0,8.713592501425554
2,19,NC(=O)Cc1ccnc(-c2ccnc(-c3ccc(C=O)cc3)c2)c1,7.574000000000004,0.7329783476166323,2.254949191949885,317.348,2.650900000000001,0.0,8.71358862264068
7,18,NC(=O)Cc1ccc(Cc2ccc(-c3nc(CC(N)=O)cs3)cc2)cc1,7.591200000000004,0.6725521497213832,2.1418403002744704,365.458,2.4565,0.0,8.71329204483325
73,19,NC(=O)Cc1ccc(Cc2ccc(-c3cc(CC(N)=O)ccn3)cc2)cc1,7.5853000000000055,0.677362430072587,2.107217270529331,359.42900000000003,2.3950000000000005,0.0,8.713259487983366
95,9,COCc1ccc(Cc2ccc(CC[C@H]3CCOC3)cc2)cc1,7.59570000000001,0.7547518336376462,2.4261197669701158,310.437,4.392900000000004,0.0,8.71233999678902
42,7,Cn1nccc1COc1c(Cl)cc(CC(N)=O)cc1Cl,7.5053000000000045,0.9206191004359079,2.4697432079788495,314.172,2.3337000000000003,0.0,8.711865133680258
83,19,NC(=O)CCc1ccc(Cc2ccc(Cc3ccc(CC(N)=O)cc3)cc2)cc1,7.604300000000006,0.5910238398575833,1.882281841054727,386.4950000000001,3.313900000000001,0.0,8.711583735823325
65,15,COCc1ccc(Cc2ccc(C(=O)c3ccccn3)cc2)cc1,7.57580000000001,0.6438818159891249,1.8608912655284797,317.38800000000003,4.049800000000003,0.0,8.710288203160575
64,9,CCc1c(-c2[nH]cc(C)c(=O)c2C)cccc1S(=O)(=O)C(C)C,7.527200000000002,0.9322109952020764,2.8372386380431927,333.4530000000001,3.403240000000002,0.0,8.709581633796722
83,12,NC(=O)CCCc1ccc(Cc2nc(CC(N)=O)cs2)cc1,7.544800000000001,0.7726704365704022,2.2081826623976752,317.41399999999993,1.5696999999999999,0.0,8.708980366872115
65,9,O=C([O-])c1ccccc1Cc1ccc(CC(=O)C2CCCCC2)cc1,7.537000000000003,0.8134199314554403,2.349966620792028,335.4230000000001,3.3328000000000024,0.0,8.70871330364852
84,5,COCc1ccc(Cc2ccc(C(=O)N3CCN([N+]4=CCCC4)CC3)cc2)cc1,7.630800000000005,0.7093646554495465,2.782292432833442,392.5230000000002,2.973700000000002,0.0,8.707253084441433
65,3,COc1ccc(CC(=O)N2CCN(CCc3nc(C4CCCCC4)cs3)CC2)cc1,7.607500000000005,0.6665687887700064,2.3398511306402874,427.61400000000026,4.128800000000004,0.0,8.70679928132098
10,3,CC(=O)C1(NCN2CCN(C(=O)OC(C)C)CC2)CCCCC1,7.559300000000012,0.8374177602489752,2.716367176819988,325.45300000000015,1.9879999999999995,0.0,8.7063721624425
3,5,CCCS(=O)(=O)C(=O)N(C)C(=O)c1cccc(Cc2ccc(C)cc2)c1,7.554300000000007,0.8026901526780286,2.506178568553585,373.4740000000001,3.6026200000000026,0.0,8.705027219483663
71,7,CCCc1ccc([C@@H]2CCS(=O)(=O)C2)cc1-c1ccncc1,7.562200000000007,0.8657692043680533,2.8611824720621595,315.43799999999993,3.603200000000003,0.0,8.70481263682827
73,6,CC(C)(C)c1ccc(CCCc2nc(CC(N)=O)cs2)cc1,7.484400000000003,0.8842216082509399,2.1961069637441337,316.4699999999999,3.6437000000000017,0.0,8.704411030653436
2,11,COc1ccc(Cc2cc(C(=O)Cc3ccc(CC(N)=O)cc3)ccn2)cc1,7.608800000000007,0.6142556522337003,2.117826006201124,374.44,3.1342000000000008,0.0,8.704145225496745
83,25,NC(=O)Cc1ccc(CCCc2ccc(Cc3ccc(CC(N)=O)cc3)cc2)cc1,7.617400000000006,0.5455922130581462,1.8742474596458845,400.5220000000001,3.508300000000002,0.0,8.70277136056449
83,15,NC(=O)CCc1ccc(-c2ccc(CC(N)=O)cc2)cc1CC(N)=O,7.594800000000004,0.6582124336880412,2.2127937110930294,339.3950000000001,0.8270999999999997,0.0,8.70262684573472
97,12,COCc1ccc(Cc2ccc(OC)c(OC)c2)c(OC)c1,7.552900000000009,0.7847780421267898,1.8241975507351427,302.37000000000006,3.449600000000002,0.0,8.70259860725841
17,8,CCCCc1ccc(-c2cc(COCC(N)=O)ccn2)cc1,7.58780000000001,0.8141169358543516,2.039677203340604,298.38599999999997,3.0931000000000006,0.0,8.701689787239328
88,7,COCc1ccc(Cc2ccc(OC)c(F)c2)cc1N1CC[NH+](C)CC1,7.59480000000001,0.8533610192498083,3.2027457056798765,359.4650000000002,1.9062,0.0,8.701205939056926
76,0,Cc1cccc(CN(c2ccc(F)c(F)c2)C2CN([NH+](C)C)C2)c1,7.561400000000007,0.8983354770767278,3.103171964829178,332.41800000000006,2.0235199999999995,0.0,8.700250542055453
95,16,COCc1ccc(Cc2ccc(Cc3nc(OC)cs3)cc2)cc1,7.6034000000000095,0.635861344818333,2.2159323644295785,339.46,4.479700000000004,0.0,8.699737435966217
97,10,COCc1ccc(Cc2ccc(OC)c(OC)c2)cc1-c1ccccn1,7.596200000000009,0.6294797055892905,2.0863611817713537,349.43000000000006,4.5030000000000046,0.0030000000000045546,8.699303734617516
40,8,COCc1ccc(Cc2ccc(Cc3ccccn3)cc2)cc1,7.598600000000007,0.6727136968814232,1.82097280464804,303.40500000000003,4.409600000000004,0.0,8.699270131106182
23,5,COc1ccc(CN(CCc2nccn2C)CC(F)(F)F)cc1,7.541400000000007,0.7829741873705385,2.340705878743064,327.34999999999997,3.035700000000001,0.0,8.69881650581097
44,14,CCc1ccc(Cc2cc(CC(N)=O)ccn2)cc1-c1ccccn1,7.557000000000003,0.7531036649029584,2.349628159253566,331.419,3.324600000000001,0.0,8.698589016526125
50,3,O=C(c1ccc([C@@H]2CCS(=O)(=O)C2)cc1)c1ccc(F)c(F)c1,7.556200000000008,0.8094992381202017,2.6245611131239617,336.359,3.097900000000002,0.0,8.698493507747713
99,9,CCc1ccc(Cc2ccccn2)cc1CCc1ccc(CC(N)=O)cc1,7.586400000000008,0.6603797070461395,2.1814182695303295,358.4850000000001,4.047800000000002,0.0,8.698448026570045
36,13,NC(=O)Cc1cc(Cc2cc(C=O)ccn2)ccc1-c1ccccn1,7.597300000000003,0.7034471281026355,2.5089550823304876,331.37500000000006,2.574700000000001,0.0,8.698128055818273
3,2,CC1CCC(NC(=O)N(C)C(=O)Oc2cccc3[nH]ccc23)CC1,7.5157000000000025,0.8776036928218202,2.564661537021692,329.4000000000001,3.8868000000000027,0.0,8.698035692708743
65,10,O=C([O-])c1ccc(Cc2ccc(CC(=O)C3CCCCC3)cc2)cc1,7.521700000000002,0.8134199314554404,2.304357005407411,335.423,3.3328000000000024,0.0,8.697974265186982
91,6,COCc1ccc(Cc2ccc(OC)cc2)c(C2CC[NH+](C)CC2)c1,7.572300000000009,0.8737970426966492,3.121505082330488,340.48700000000014,2.8245000000000013,0.0,8.697048013115285
86,6,COC(=O)c1ccc(Cc2nc(C[C@@H]3CCCN(C(=O)OC)C3)cs2)cc1,7.610000000000009,0.7330213970541796,2.7999710906994384,388.4890000000001,3.541400000000003,0.0,8.696513589457155
29,15,CCCc1cc(-c2ccc(CC(N)=O)cc2CC(N)=O)ccn1,7.540300000000002,0.8145486458612581,2.363820301819988,311.38499999999993,1.7567,0.0,8.696458271571098
62,7,CCCc1ccc(CN(OC)C(=O)c2ccc(OC)cc2)cc1,7.540800000000008,0.7288030425516817,2.010755394275609,313.397,3.8515000000000033,0.0,8.695443968300701
35,1,CCS(=O)(=O)[C@H](C)C(=O)Nc1ccc(Cc2ccon2)cc1,7.548900000000006,0.8786609330244343,2.9404791393293177,322.386,2.0271,0.0,8.694182552579292
23,10,CCCc1c(Cc2ccc(OC)c(OC)c2)cccc1OC,7.5728000000000115,0.7645808105128725,1.8709908509832829,300.398,4.255700000000004,0.0,8.6940222153078
76,3,COc1ccc(Cc2cc(C(CC(N)=O)CC(N)=O)ccn2)cc1F,7.565200000000004,0.7580817839668424,2.504778995373968,345.37399999999997,1.6544999999999999,0.0,8.693762992446029
83,26,NC(=O)CCc1ccc(Cc2ccc(CCc3ccc(CC(N)=O)cc3)cc2)cc1,7.611500000000006,0.5455922130581462,1.9066947366935754,400.5220000000001,3.508300000000002,0.0,8.693626632859722
89,6,CCN(c1ccc(C)cc1)c1nc(CCS(C)(=O)=O)cs1,7.530300000000008,0.8186100813115232,2.4631987928459615,324.471,3.196620000000002,0.0,8.693285161371174
86,14,COCc1ccc(Cc2ccc(CCC3CC[NH+](OC)CC3)cc2)cc1,7.602500000000003,0.7865945438727302,3.0316116756984774,354.5140000000001,3.2127000000000017,0.0,8.692636104366521
86,2,COc1ccc(CNC(=O)[C@H]2CCCN(C(=O)N3CCN(C(=O)c4ccccc4C)CC3)C2)cc1,7.595400000000004,0.7165682655727883,2.6135217490933016,478.5930000000003,2.9098200000000007,0.0,8.692331957877068
65,7,O=C([O-])c1ccccc1-c1ccc(CCC(=O)C2CCCCC2)cc1,7.519700000000003,0.8066227904085596,2.3073781592535667,335.4230000000001,3.799100000000003,0.0,8.692273579278925
36,4,COc1cc(C(C)C)c(N2CCN(C(=O)[C@@H]3CCCc4ccccc43)CC2)cn1,7.592900000000011,0.7881706238216554,2.9524597440624554,393.5310000000001,3.982300000000003,0.0,8.691739337504593
