smiles,Is_Final_Top,Filter_Status,Active_Set,Data_Source_Status,Reward,R0,R_DFT,R_total,dft_effect,pIC50,QED,Lipinski_Pass,Violations,MW,LogP,HBD,HBA,RotBonds,TPSA,hERG_Prob,hERG_Risk,R_ADMET,R_global,EHOMO_ev,ELUMO_ev,gap_ev,PySCF_Gap_eV,PySCF_Dipole_Debye,PySCF_HOMO_eV,PySCF_LUMO_eV,PySCF_Energy_Eh,restart,step,SA,LogP_Penalty,esp_min,status,gap_score,esp_score,rank_R0,rank_total,delta_rank,MW.1,LogP.1,QED.1,Calc_Method,Gap_Median,Gap_MAD,Gap_RZ,Gap_HardFail,Gap_Penalty,R_gap,Dip_Median,Dip_MAD,Dip_P90,Dip_SoftThr,Dip_HardThr,Dipole_HardFail,Dip_Penalty,R_dip,Physical_HardFail,R_conf,R_phys,R_global2,name,Broad_Spectrum_Score,Broad_Rank,Broad_Rank_Pct,E_SARS_CoV_2,E_SARS_CoV_1,E_MERS_CoV,Docking_Rank,Docking_Rank_Pct,Selection_Mode
O=C(c1ccc([C@@H]2CCS(=O)(=O)C2)cc1)c1ccc(F)c(F)c1,True,Pass,True,Step3c+4a+4b,8.698493507747713,8.698493507747713,0.5549640585598427,8.92047913117165,neutral,7.556200000000008,0.8094992381202017,True,0,336.359,3.097900000000002,0,3,3,51.21,0.4519176470588235,False,0.819,10.559,-11.0987,-8.3215,2.7772,4.812,3.093,-6.867,-2.055,-1479.6825687150786,50,3,2.6245611131239617,0.0,-0.645,xtb_success,0.5392343693712038,0.5916666666666667,124,158,34,336.36,3.1,0.809,B3LYP/6-31G*,5.067,0.3870000000000004,-0.4444379833477047,False,0.0,1.0,4.3465,1.3954999999999995,6.5435,5.91875,7.137499999999999,False,0.0,1.0,False,1.0,1.0,10.559,mol_26,-7.3,11.0,0.3055555555555556,-7.3,-7.9,-7.7,11.0,0.3055555555555556,docking_rank_top36
NC(=O)Cc1ccc(-c2ccc(-c3ccc(CC(N)=O)cc3)cc2)cc1,True,Pass,True,Step3c+4a+4b,8.790548855694503,8.790548855694503,0.7140921809375982,9.076185728069545,neutral,7.592200000000004,0.7198180512365173,True,0,344.414,3.076200000000001,2,2,6,86.18,0.18,False,0.928,10.932,-10.179,-6.9135,3.2655,4.96,3.527,-5.878,-0.918,-1110.3619922463488,83,87,1.6156016992376117,0.0,-0.533,xtb_success,0.6865602584822832,0.7783333333333333,6,12,6,344.41,3.08,0.72,B3LYP/6-31G*,5.067,0.3870000000000004,-0.186489663600802,False,0.0,1.0,4.3465,1.3954999999999995,6.5435,5.91875,7.137499999999999,False,0.0,1.0,False,1.0,1.0,10.932,mol_0,-7.2,12.0,0.3333333333333333,-7.5,-7.2,-7.6,12.0,0.3333333333333333,docking_rank_top36
NC(=O)CCc1ccc(Cc2ccc(CCc3ccc(CC(N)=O)cc3)cc2)cc1,True,Pass,True,Step3c+4a+4b,8.693626632859722,8.693626632859722,0.8679823059084777,9.040819555223113,physically_promoted,7.611500000000006,0.5455922130581462,True,0,400.5220000000001,3.508300000000002,2,2,10,86.18,0.2466666666666666,False,0.901,10.843,-10.2927,-6.1759,4.1169,5.867,6.046,-6.024,-0.157,-1267.606493472426,83,26,1.906694736693576,0.0,-0.534,xtb_success,0.907117579869254,0.7766666666666666,136,35,-101,400.52,3.51,0.546,B3LYP/6-31G*,5.067,0.3870000000000004,1.3943152418751523,False,0.0,1.0,4.3465,1.3954999999999995,6.5435,5.91875,7.137499999999999,False,0.1044102563245866,0.8955897436754134,False,1.0,0.8955897436754134,9.710879590672508,mol_33,-7.2,12.0,0.3333333333333333,-7.9,-8.0,-7.2,12.0,0.3333333333333333,docking_rank_top36
NC(=O)CCc1ccc(-c2ccc(CC(N)=O)cc2)cc1CC(N)=O,True,Pass,True,Step3c+4a+4b,8.70262684573472,8.70262684573472,0.7763855753702396,9.013181075882816,physically_promoted,7.594800000000004,0.6582124336880412,True,0,339.3950000000001,0.8270999999999997,3,3,8,129.27,0.3233333333333333,False,0.871,10.755,-10.2622,-6.6413,3.6209,5.357,3.088,-6.27,-0.913,-1126.6336464307212,83,15,2.2127937110930294,0.0,-0.551,xtb_success,0.788407964814628,0.7483333333333333,114,59,-55,339.4,0.83,0.658,B3LYP/6-31G*,5.067,0.3870000000000004,0.505439275179743,False,0.0,1.0,4.3465,1.3954999999999995,6.5435,5.91875,7.137499999999999,False,0.0,1.0,False,1.0,1.0,10.755,mol_5,-7.2,12.0,0.3333333333333333,-7.2,-7.6,-7.9,12.0,0.3333333333333333,docking_rank_top36
NC(=O)Cc1ccc(-c2ccc(Cc3nc(CC(N)=O)cs3)cc2)cc1,True,Pass,True,Step3c+4a+4b,8.718814913856118,8.718814913856118,0.699055966051783,8.998437300276832,neutral,7.599900000000004,0.6725521497213833,True,0,365.458,2.4565,2,4,7,99.07,0.37,False,0.852,10.702,-10.3232,-7.12,3.2032,5.29,2.659,-6.218,-0.927,-1486.471827511159,41,14,2.1736116100457803,0.0,-0.537,xtb_success,0.66793709435969,0.7716666666666666,84,77,-7,365.46,2.46,0.673,B3LYP/6-31G*,5.067,0.3870000000000004,0.3886653736726985,False,0.0,1.0,4.3465,1.3954999999999995,6.5435,5.91875,7.137499999999999,False,0.0,1.0,False,1.0,1.0,10.702,mol_10,-7.2,12.0,0.3333333333333333,-7.5,-7.4,-7.2,12.0,0.3333333333333333,docking_rank_top36
NC(=O)Cc1ccc(-c2ccc(-c3nc(CC(N)=O)cs3)cc2)cc1,True,Pass,True,Step3c+4a+4b,8.725933872692732,8.725933872692732,0.5644647780628234,8.951719783917861,neutral,7.577300000000004,0.7136024996630356,True,0,351.431,2.5327,2,4,6,99.07,0.34,False,0.864,10.68,-10.2831,-7.7286,2.5545,4.235,5.638,-6.019,-1.784,-1447.1714387368306,41,19,2.0816737713879103,0.0,-0.534,xtb_success,0.4735211115183191,0.7766666666666666,68,127,59,351.43,2.53,0.714,B3LYP/6-31G*,5.067,0.3870000000000004,-1.4500878515501583,False,0.0,1.0,4.3465,1.3954999999999995,6.5435,5.91875,7.137499999999999,False,0.0,1.0,False,1.0,1.0,10.68,mol_14,-7.2,12.0,0.3333333333333333,-7.5,-7.2,-7.5,12.0,0.3333333333333333,docking_rank_top36
Cc1nonc1S(=O)(=O)c1ccc(C(=O)N2CCCCCCC2)cc1,True,Pass,True,Step3c+4a+4b,8.759679607280495,8.759679607280495,0.4248672208243463,8.929626495610233,neutral,7.578300000000006,0.8320139688385594,True,0,363.43900000000025,2.617120000000001,0,6,3,93.37,0.4413749998020745,False,0.823,10.577,-10.5822,-8.5553,2.0269,4.438,4.937,-6.544,-2.106,-1523.6003986756532,16,3,2.34627377138791,0.0,-0.614,xtb_success,0.3312388868919233,0.6433333333333334,24,151,127,363.44,2.62,0.832,B3LYP/6-31G*,5.067,0.3870000000000004,-1.0962803589243395,False,0.0,1.0,4.3465,1.3954999999999995,6.5435,5.91875,7.137499999999999,False,0.0,1.0,False,1.0,1.0,10.577,mol_25,-7.2,12.0,0.3333333333333333,-7.8,-7.5,-7.2,12.0,0.3333333333333333,docking_rank_top36
NC(=O)Cc1cc(Cc2cc(C=O)ccn2)ccc1-c1ccccn1,True,Pass,True,Step3c+4a+4b,8.698128055818273,8.698128055818273,0.4295720933204742,8.869956893146464,physically_filtered,7.597300000000003,0.7034471281026355,True,0,331.37500000000006,2.574700000000001,1,4,6,85.94,0.4733333333333333,False,0.811,10.491,-10.3168,-8.457,1.8598,4.209,1.281,-6.465,-2.257,-1087.0529400020275,36,13,2.508955082330488,0.0,-0.549,xtb_success,0.2915315618863918,0.7516666666666666,126,181,55,331.38,2.57,0.703,B3LYP/6-31G*,5.067,0.3870000000000004,-1.4954030969111023,False,0.0,1.0,4.3465,1.3954999999999995,6.5435,5.91875,7.137499999999999,False,0.0,1.0,False,1.0,1.0,10.491,mol_29,-7.2,12.0,0.3333333333333333,-7.6,-7.2,-8.1,12.0,0.3333333333333333,docking_rank_top36
NC(=O)Cc1ccc(/C=C\C=C/c2cc(CC(N)=O)ccn2)cc1,True,Pass,True,Step3c+4a+4b,8.689825152775237,8.689825152775237,0.5496674616170389,8.909692137422052,neutral,7.564000000000005,0.7613629749457508,True,0,321.38,1.8638,2,3,7,99.07,0.3377035623409669,False,0.865,10.64,-10.0035,-7.5251,2.4784,4.526,2.252,-5.976,-1.45,-1050.142492572733,37,14,2.548563346976444,0.0,-0.533,xtb_success,0.4516678023100556,0.7783333333333333,150,165,15,321.38,1.86,0.761,B3LYP/6-31G*,5.067,0.3870000000000004,-0.9429056823180726,False,0.0,1.0,4.3465,1.3954999999999995,6.5435,5.91875,7.137499999999999,False,0.0,1.0,False,1.0,1.0,10.64,mol_19,-7.1,19.0,0.5277777777777778,-7.1,-7.3,-7.5,19.0,0.5277777777777778,docking_rank_top36
CCCc1ccc(-c2ccc(CC(N)=O)cc2CC(N)=O)cc1,True,Pass,True,Step3c+4a+4b,8.723564890907564,8.723564890907564,0.8280579726314661,9.05478807996015,physically_promoted,7.538300000000006,0.8222211693311551,True,0,310.397,2.3617,2,2,7,86.18,0.4366666666666666,False,0.825,10.705,-10.3175,-6.4575,3.8601,5.593,6.074,-6.245,-0.652,-997.2520728979224,6,7,2.0757121287430635,0.0,-0.534,xtb_success,0.8500828180449517,0.7766666666666666,73,27,-46,310.4,2.36,0.822,B3LYP/6-31G*,5.067,0.3870000000000004,0.9167622715329125,False,0.0,1.0,4.3465,1.3954999999999995,6.5435,5.91875,7.137499999999999,False,0.1273846152800944,0.8726153847199055,False,1.0,0.8726153847199055,9.341347693426588,mol_35,-7.0,20.0,0.5555555555555556,-7.2,-7.0,-7.7,20.0,0.5555555555555556,docking_rank_top36
COCc1ccc(-c2cc(CCc3ccc(CC(N)=O)o3)ccn2)cc1,True,Pass,True,Step3c+4a+4b,8.688491409250584,8.688491409250584,0.6492298275588079,8.948183340274108,neutral,7.590300000000004,0.6759741933169682,True,0,350.418,3.301000000000001,1,4,8,78.35,0.46,False,0.816,10.58,-10.0496,-7.1219,2.9277,4.683,2.198,-5.792,-1.109,-1148.623832314444,12,8,2.3979568740790445,0.0,-0.52,xtb_success,0.5846140393697256,0.8,154,131,-23,350.42,3.3,0.676,B3LYP/6-31G*,5.067,0.3870000000000004,-0.669271316100074,False,0.0,1.0,4.3465,1.3954999999999995,6.5435,5.91875,7.137499999999999,False,0.0,1.0,False,1.0,1.0,10.58,mol_24,-7.0,20.0,0.5555555555555556,-7.5,-7.6,-7.0,20.0,0.5555555555555556,docking_rank_top36
NC(=O)Cc1ccc(CCCc2ccc(Cc3ccc(CC(N)=O)cc3)cc2)cc1,True,Pass,True,Step3c+4a+4b,8.70277136056449,8.70277136056449,0.8741560516561482,9.05243378122695,physically_promoted,7.617400000000006,0.5455922130581462,True,0,400.5220000000001,3.508300000000002,2,2,10,86.18,0.36,False,0.856,10.764,-10.3085,-6.1429,4.1656,5.832,2.629,-6.104,-0.272,-1267.6067108532038,83,25,1.8742474596458845,0.0,-0.535,xtb_success,0.916651502365926,0.775,113,29,-84,400.52,3.51,0.546,B3LYP/6-31G*,5.067,0.3870000000000004,1.333313950043114,False,0.0,1.0,4.3465,1.3954999999999995,6.5435,5.91875,7.137499999999999,False,0.0,1.0,False,1.0,1.0,10.764,mol_4,-6.9,22.0,0.6111111111111112,-7.8,-7.9,-6.9,22.0,0.6111111111111112,docking_rank_top36
NC(=O)CCc1ccc(Cc2ccc(CCC(N)=O)cc2)cc1,True,Pass,True,Step3c+4a+4b,8.743794874322443,8.743794874322443,0.8896992478616985,9.099674573467125,physically_promoted,7.5484000000000036,0.7821291998590602,True,0,310.397,2.1132,2,2,8,86.18,0.2666666666666666,False,0.893,10.886,-10.3931,-6.0905,4.3025,5.98,4.09,-6.007,-0.026,-997.2495562630002,83,20,1.773952447233773,0.0,-0.538,xtb_success,0.9409989255167124,0.77,35,5,-30,310.4,2.11,0.782,B3LYP/6-31G*,5.067,0.3870000000000004,1.5912622697900185,False,0.0456311348950092,0.9543688651049907,4.3465,1.3954999999999995,6.5435,5.91875,7.137499999999999,False,0.0,1.0,False,1.0,0.9543688651049907,10.389259465532929,mol_31,-6.8,23.0,0.6388888888888888,-7.0,-7.4,-6.8,23.0,0.6388888888888888,docking_rank_top36
NC(=O)CCc1ccc(CCc2nc(CC(N)=O)cs2)cc1,True,Pass,True,Step3c+4a+4b,8.718260668608979,8.718260668608979,0.7287202714595202,9.009748777192788,physically_promoted,7.555600000000004,0.7689132732947446,True,0,317.414,1.3739999999999994,2,4,8,99.07,0.3666666666666666,False,0.853,10.716,-10.4532,-7.1074,3.3458,5.355,5.394,-6.227,-0.871,-1334.0552194651714,73,11,2.204593828650776,0.0,-0.537,xtb_success,0.7103146735136003,0.7716666666666666,86,63,-23,317.41,1.37,0.769,B3LYP/6-31G*,5.067,0.3870000000000004,0.5019534870750554,False,0.0,1.0,4.3465,1.3954999999999995,6.5435,5.91875,7.137499999999999,False,0.0,1.0,False,1.0,1.0,10.716,mol_7,-6.8,23.0,0.6388888888888888,-7.2,-7.2,-6.8,23.0,0.6388888888888888,docking_rank_top36
CC(C)(C)c1ccc(CCc2nc(CCC(N)=O)cs2)cc1,True,Pass,True,Step3c+4a+4b,8.76123342661813,8.76123342661813,0.77087023839463,9.069581521975982,neutral,7.543300000000006,0.8842216082509399,True,0,316.4699999999999,3.6437000000000017,1,3,6,55.98,0.48,False,0.808,10.686,-10.3969,-6.841,3.5559,5.647,2.919,-6.046,-0.399,-1283.2967679221215,49,10,2.216883004097223,0.0,-0.537,xtb_success,0.7705289119923288,0.7716666666666666,22,19,-3,316.47,3.64,0.884,B3LYP/6-31G*,5.067,0.3870000000000004,1.010878550359486,False,0.0,1.0,4.3465,1.3954999999999995,6.5435,5.91875,7.137499999999999,False,0.0,1.0,False,1.0,1.0,10.686,mol_12,-6.7,25.0,0.6944444444444444,-6.7,-7.0,-6.7,25.0,0.6944444444444444,docking_rank_top36
CCc1ccc(Cc2cc(OC(=O)COCC(N)=O)ccn2)cc1,True,Pass,True,Step3c+4a+4b,8.733764674853752,8.733764674853752,0.664889890335476,8.999720630987943,neutral,7.591600000000004,0.7438916571118338,True,0,328.36799999999994,1.6420999999999994,1,5,8,91.51,0.3766666666666666,False,0.849,10.698,-10.3315,-7.3299,3.0015,5.141,3.832,-6.136,-0.995,-1108.3391818960608,2,10,2.2978115370216923,0.0,-0.52,xtb_success,0.6069855576221086,0.8,51,76,25,328.37,1.64,0.744,B3LYP/6-31G*,5.067,0.3870000000000004,0.1289741598734513,False,0.0,1.0,4.3465,1.3954999999999995,6.5435,5.91875,7.137499999999999,False,0.0,1.0,False,1.0,1.0,10.698,mol_11,-6.7,25.0,0.6944444444444444,-6.9,-6.7,-6.7,25.0,0.6944444444444444,docking_rank_top36
Cc1nnc(S(=O)(=O)c2ccc(NC(=O)C(C)C)cc2)s1,True,Pass,True,Step3c+4a+4b,8.723839654233313,8.723839654233313,0.553639948087617,8.94529563346836,neutral,7.486400000000003,0.931216453605686,True,0,325.415,2.2738200000000006,1,6,4,89.02,0.2866666666666667,False,0.885,10.716,-10.959,-8.212,2.747,4.974,4.492,-6.633,-1.658,-1690.61272581111,16,4,2.281685725695328,0.0,-0.635,xtb_success,0.5301999258394529,0.6083333333333334,72,134,62,325.42,2.27,0.931,B3LYP/6-31G*,5.067,0.3870000000000004,-0.1620891468679864,False,0.0,1.0,4.3465,1.3954999999999995,6.5435,5.91875,7.137499999999999,False,0.0,1.0,False,1.0,1.0,10.716,mol_6,-6.7,25.0,0.6944444444444444,-7.0,-7.0,-6.7,25.0,0.6944444444444444,docking_rank_top36
COCc1ccc(Cc2ccc(CCC(=O)C(C)(C)OC)cc2)cc1,True,Pass,True,Step3c+4a+4b,8.730194804696723,8.730194804696723,0.7527796611761495,9.031306669167185,physically_promoted,7.608800000000009,0.6806229775078732,True,0,340.463,4.350500000000004,0,3,9,35.53,0.46,False,0.816,10.663,-10.372,-7.2105,3.1615,5.483,2.771,-6.096,-0.614,-1080.829917802636,95,12,2.189166840572246,0.0,-0.412,xtb_success,0.6553995159659277,0.9800000000000002,56,48,-8,340.46,4.35,0.681,B3LYP/6-31G*,5.067,0.3870000000000004,0.7250439257750784,False,0.0,1.0,4.3465,1.3954999999999995,6.5435,5.91875,7.137499999999999,False,0.0,1.0,False,1.0,1.0,10.663,mol_15,-6.6,28.0,0.7777777777777778,-6.6,-6.8,-6.7,28.0,0.7777777777777778,docking_rank_top36
COc1cc(C(=O)N(CC(N)=O)c2ccc(F)c(F)c2)ccn1,True,Pass,True,Step3c+4a+4b,8.733742979355952,8.733742979355952,0.6348372416871166,8.9876778760308,neutral,7.516600000000008,0.9041125946253368,True,0,321.283,1.5005,1,4,5,85.52,0.48,False,0.808,10.604,-10.5685,-7.723,2.8455,4.82,5.466,-6.111,-1.291,-1168.991085275614,29,4,2.349133179567241,0.0,-0.514,xtb_success,0.5597674881244523,0.81,52,87,35,321.28,1.5,0.904,B3LYP/6-31G*,5.067,0.3870000000000004,-0.4304948309289532,False,0.0,1.0,4.3465,1.3954999999999995,6.5435,5.91875,7.137499999999999,False,0.0,1.0,False,1.0,1.0,10.604,mol_21,-6.6,28.0,0.7777777777777778,-6.9,-6.6,-7.9,28.0,0.7777777777777778,docking_rank_top36
